帐号,客户 ID,有消费天数,总消费,2021/4/1,2021/4/2,2021/4/3,2021/4/4,2021/4/5,2021/4/6,2021/4/7,2021/4/8,2021/4/9,2021/4/10,2021/4/11,2021/4/12,2021/4/13,2021/4/14,2021/4/15,2021/4/16,2021/4/17,2021/4/18,2021/4/19,2021/4/20,2021/4/21,2021/4/22,2021/4/23,2021/4/24,2021/4/25,2021/4/26,2021/4/27,2021/4/28,2021/4/29,2021/4/30
NTDDGLCLYXGS(XIN1),6279375294,30,2842.3,106.5,59.41,52.52,86.08,152.4,85.24,101.17,127.08,105.68,69.44,77.82,94.46,94.53,124.43,77.78,87.85,74.86,81.48,119.35,120.79,92.47,84.95,91.02,75.34,58.77,124.56,101.88,105.85,102.51,106.08
NTHKSKJXYGFYXGS（hengkang）,6139000149,23,1964.33,,,,,,,,4.96,0,19.89,29.54,14.83,24.96,29.33,48.81,132.23,87.23,29.91,159.21,163.74,169.32,224.31,89.9,86.29,93.16,144.26,139.15,69.92,79.73,123.65
NTHTHGCPYXGS,2465966552,30,3176.1,132.87,148.38,70.46,86.22,73.67,113.67,174.04,164.36,102.75,64.5,77.32,122.66,146.34,103.16,129.43,109.19,67.61,58.84,92.47,113.25,113.79,131.29,103.34,63.88,72.43,123.85,129.64,103.65,78.52,104.52
ntlyfzkjyxgs(lv yan),8954991743,30,5825.65,314.18,272.92,161.39,166.5,146.82,199.57,220.98,171.11,51.02,74.74,111,194.4,217.52,206.49,268.54,242.05,203.98,201.63,211.81,211.26,207.9,199.75,213.28,193.16,199.65,200.17,201.54,197.32,186.94,178.03
NTMLYYCLYXGS,3674973314,30,1314.64,62.79,54.7,61.17,47.46,49.49,48.1,50.14,57.66,57.65,41.19,57.68,56.55,46.58,34.4,36.5,44.1,25.26,32.67,50.55,39.17,42.02,34.84,11.51,26.8,18.35,49.22,48.12,46.95,22.25,60.77
NTOLDMYYXGS(ou),2638871931,30,2070.39,70.62,74.06,45.27,15.4,58.47,87.28,78.97,77.8,74.47,35.81,54.5,84.33,57.4,88.26,101.9,72.79,55.06,54.01,67.29,86.98,89.92,89.43,78.96,57.01,45.28,68.66,61.05,106.87,69.14,63.4
ntsxnfcpyxgs(shun xing),3945092276,30,3390.19,96.96,75.37,63.17,70.9,98.32,114.88,211.62,111.73,124.46,138.94,83.95,129.51,135.99,82.41,116.09,103.91,59.08,129.67,119.5,122.67,139.76,179.88,103.46,51.9,80.3,106.55,175.7,128.23,140.31,94.97
ntwesjxkjyxgs(wei er si),4700177391,30,6410.89,296.3,289.72,129.78,201.05,154.38,209.23,147.31,216.23,272.22,193.16,153.77,159.76,144.09,189.58,216.07,245.39,173.15,174.89,266.75,200.74,318.31,274.94,234.36,140.01,148.82,206.68,209.8,250.61,303.95,289.84
ntxjjdyxgs(xin jia),9819564380,30,461.23,21.54,15.4,17.88,0,34.97,16.43,14.6,19.83,2.96,0,17.7,26.24,2.95,14.57,33.09,11.78,17.48,17.42,19.45,17.7,5.27,5.2,26.52,10.47,11.81,2.99,29.61,32.48,5.97,8.92
NuoPets,3404945098,13,917.41,,,,,,,,,,,,,,,18.27,277.67,310.81,21.23,21.73,22.39,21.92,19.72,19.89,27.7,54.52,51.71,49.85,,,
Nuo-Pets,5648157944,17,2128.72,,,,,,,,,,,,,,10.58,0,15.88,338.39,92.64,99.03,107.2,176.51,75.66,121,79.31,162.3,111.81,117.67,201.53,195.55,223.66
NWOW,5151635886,23,5271.67,207.08,283.05,279.94,287.24,288.44,342.52,333.51,304.75,328.71,368.37,300.53,354.37,316.66,228,186.05,127.75,131.78,199.96,179.41,180.11,42.25,0.01,1.18,,,,,,,
NZXHFZJYYXGS,3961417935,7,690.77,114.35,104.73,104.41,104.63,107.85,104.82,49.98,,,,,,,,,,,,,,,,,,,,,,,
omitrubber@gmail.com,3710298511,13,2117.24,211.68,156.39,,,134.52,195.81,159.71,190.25,117.33,,,169.1,204,231.24,171.39,136.41,,,39.41,,,,,,,,,,,
OneSight一网互通,3829696095,30,41107.04,1264.96,1128.81,910.94,837.51,1031.14,1505.22,1411.86,1171.83,1474.7,1352.82,1112.59,1685.72,2115.45,1866.2,1642.65,1381.83,1126.84,878.02,1739.34,1668.53,1751.84,1768.55,1703.19,1114.61,773.56,1508.3,1459.44,1337.27,1255.56,1127.76
OS_特变电工新疆新能源股份有限公司,9809670464,28,6342.65,,,201.68,200.61,26.11,177.34,164.89,201.98,200.17,172.04,150.03,149.34,157.27,194.79,199.08,183.62,130.43,187.61,118.71,118.39,378.84,612.67,507.91,455,396.41,215.89,230.82,236.99,235.33,138.7
packmachineschina.com,8543823880,30,105.13,1.38,2.56,0,0,2.5,8.8,5,3.25,2.5,6.27,3.02,7,12.15,2.49,4.98,2.5,2.48,2.5,2.67,0,2.64,9.75,0,2.5,4.94,0,2.5,5,3.25,2.5
paco ss new,4324096949,22,5748.46,,,,,,,,32.26,356.84,311.93,390.38,411.87,231.29,325.07,302.46,600.15,822.12,610.23,30.7,167.52,118.76,142.39,140.28,288.43,134.98,96.79,149.25,71.72,,13.04
paintart.club,1395270996,30,980.39,35.79,30.32,40.29,45.57,50.16,37.8,49.55,40.22,33.4,42.64,37.26,21.62,26.48,30.99,19.73,30.71,35.89,44.28,29.35,27.59,24.72,29.03,22.33,27.45,38.7,28.43,21.56,18.65,27.2,32.68
papayahair,6838930143,11,568,,,,,,,,,,,,,2.9,0,,,,,,,,0,1.89,1.92,1.19,3.44,141.08,137.12,106.78,171.68
POLYMORE MATERIALS,5063130645,30,1153,0,41.67,18.44,3.1,13.8,40.08,46.24,68.57,7.2,13.71,4.3,36.95,57.26,51.75,33.14,64.2,17.2,16.02,41.44,75.29,59.54,88.47,83.45,32.56,9.78,25.99,27.22,69.26,52.59,53.78
Pretty Medical,2474657552,30,912.69,17.04,24.77,16.59,19.09,20.44,15.48,21.41,28,23.39,30.14,27.42,32.09,40.22,54.81,58.46,33.16,37.21,28.38,42.24,22.13,33.71,44.99,23.62,15.76,29.32,43.99,25.41,29.68,34.57,39.17
profit-mall 0426,2944417223,1,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,,,,
pubgrank,4143829315,9,6048.82,,,,,,,,,,,,,,,,,,,,,,372.1,340.39,800.92,755.52,1056.4,1126.7,764.05,559.18,273.56
pybst-ce-part-l3,9573029800,9,0,,,,,,,,0,0,,,,0,,0,0,,,,,,,0,,,,,0,0,0
Q3W3通美信机械,3442778178,30,9276.44,263.59,312.97,294.26,293.13,366.13,328.29,372.84,439.91,383.72,372.85,265.14,313.86,305,330.63,324.38,304.45,199.93,167.78,246.56,338.55,284.12,380.89,308.43,275.04,193.56,232.62,397.3,381.71,352.2,246.6
qddnlt,9087647154,30,3452.55,120.43,132.89,102.52,106.69,127.77,109.45,125.93,115.91,117.48,121.9,120.07,126.02,119.28,111.82,121.38,111.76,99.13,117.01,118.57,123.83,108.89,103.17,121.27,104.05,105.52,109.86,101.05,121.76,120.32,106.82
qdhd-05,6365763058,30,2430.08,92.59,86.25,85.93,88.43,84.56,88.04,87.24,82.01,87.79,81.26,82.28,84.65,89.28,86.13,82.63,76.34,84.4,82.39,80.69,82.98,84.71,74.3,75.89,80.48,75.85,76.85,77.42,74.14,61.5,53.07
qdhd-2,7677062901,22,123.16,,,,,,,,,0,5.56,5.62,3.98,5.96,9.94,11.95,4,5.89,11.83,3.99,7.9,2,7.98,0,1.69,3.98,7.62,11.62,3.85,4,3.8
qdhh 20.6.1,7785595293,30,2492.69,105.69,56.02,70.57,55.51,108.63,98.96,93.75,120.39,30.68,46.6,10.55,73.39,123.69,128,119.51,116.56,34.82,49.31,123.83,98.82,99.53,118.63,124.93,67.54,11.37,87.45,65.77,111.19,110.14,30.86
qdhh co.,6941782782,22,4265.1,,,,,,,,,71.19,116.37,166.7,250,281.49,248.16,316.62,166.74,103.85,84.92,159.77,300.9,245.84,273.28,207.29,180.45,82.33,181.65,196.82,260.78,233.33,136.62
qdhjjx co.,6651833701,21,1203.64,26.47,42.14,51.83,26.9,44.16,70.89,22.52,14.24,93.28,28.73,34.33,120.31,33.99,83.72,87.64,99.28,48.33,73.81,80.87,105.2,15,,,,,,,,,
qdhs kf20.4.27,8300283343,30,3715.87,89.85,89.11,57.39,44.92,94.27,161.67,172.8,102.57,96.59,21.68,115.31,192.46,121.7,173.95,197.66,180.08,98.3,101.29,80.49,217.1,209.23,182.36,188.37,41.38,49.43,99.17,160.1,112.56,169.53,94.55
qdhs-土工材料,2334785633,28,2543.85,35.57,48.41,32.65,,26.73,67.01,138.79,72.42,103.65,54.36,,121.83,53.22,77.44,94.6,80.02,72.23,91.43,139.7,82.86,99.44,105.38,113.24,110.87,56.76,69.39,123.07,115.56,220.76,136.46
qdhzn,9131268417,19,2831.08,,,,,,,,,,,,38.65,208.33,180.49,154.31,157.84,128.02,138.86,197.98,205.97,149.33,143.51,113.71,143.53,126.66,175.39,150.05,140.88,138.81,138.76
qdjcw,6800790093,22,6491.77,279.58,328.46,,,241.51,416.9,238.87,284.53,320.49,,,263.31,376.81,259.07,381.39,280.39,,,376.87,212.56,205.17,308.33,275.36,,,272.18,278.93,305.11,304.56,281.39
qdjjjck-new-qd-silica-l2,4692767876,30,2357.19,108.98,97.28,31.48,32.52,139.03,95.29,126.48,85.4,62.09,52,84.19,64.3,63.74,70.23,102.85,88.08,49.03,18.85,75.62,102.47,100.48,97.4,66.34,18.01,32.58,83.15,78.33,117.16,116.83,97
qdjyjx*,6234212366,7,300.92,84.48,75.03,59.3,23.6,58.51,0,0,,,,,,,,,,,,,,,,,,,,,,,
qdldgj,7852456258,15,1981.71,,,,,,,,,,,,,,,,15.42,115.57,214.42,140.94,121.36,174.65,207.19,69.84,108.07,177.4,64.74,144.04,133.81,138.71,155.55
qdllgl-new-screen-12new,2690852246,25,1710.38,44.91,13.95,0,,77.71,104.88,52.13,117.26,82.17,,,115.67,108.33,65.64,75.35,45.03,0,,80.55,59.27,118.14,104.86,92.47,0,,65.29,95.99,80.46,35.83,74.49
qdln co.,1133644847,30,3602.48,101.5,125.44,135.01,86.38,118.51,106.76,62.75,113.2,125.5,73.13,147.05,126.72,96.87,180.18,120.57,85.94,72.67,86.09,129.67,140.69,129.79,110.78,170.95,172.38,130.41,148.55,130.25,136.82,130.8,107.12
qdmg-ce-farm-l1,2106685617,30,14975.5,319.06,288.65,327.88,465.6,499.45,580.09,579.58,443.58,480.31,407.28,385.2,516.19,523.43,640.41,522.07,590.44,538.52,486.54,572.32,636.04,581.91,399.52,376.64,389.57,520.85,697.94,704.77,640.59,559.07,302
qdmkr,9348874107,13,802.4,,,,,,,20.3,,,,,,,,,,,,63.9,202.88,31.42,127.86,37.35,43.96,33.58,46.01,82.25,43.97,53.1,15.82
qdpd客车配件,9038090498,28,1155.65,,,0,0,5,0,9.8,19.86,8.02,4.98,6.48,14.61,12.48,22.32,12.24,49.56,62.27,57,64.02,70.24,75.89,91.53,76.46,35.36,74.3,65.4,52.76,57.93,117.69,89.45
qdqm kf,8143278078,19,1712.27,,,,,,,,,,,,52.36,71.34,87.29,68.13,56.15,34.63,38.6,74.38,110.26,217.97,87.76,140.19,34.92,24.5,40.24,145.71,181.6,143.75,102.49
qdqx,5434901656,30,4889.66,226.76,132.64,221.99,132.01,140.14,231.19,219.65,103.39,121.64,102.58,57.61,179.03,105.04,195.84,270.29,101.37,76.39,83.79,164.52,233.94,339.78,217.98,261,85.87,82.67,262,76.72,146.13,133.22,184.48
qdsft co.,9364809852,30,1069.73,23.36,0,16,7.06,46.95,31.18,22.52,61.18,54.83,23.67,15.24,5.97,30.93,30.26,63.09,39.69,31.29,8,91.44,78.99,39.52,60.51,31.2,23.73,0,61.36,47.76,50.41,46.17,27.42
qdsgdfsbyxgs,9918187788,19,2075.06,,,,,,,,,,,,6.94,113.45,98.82,157.49,119.64,69.45,100.87,109.96,122.5,135.46,116.67,104.46,172.06,83,121.01,102.85,155.97,108,76.46
qdsldl-ce-fan-l4 new,4910690356,18,303.93,,,,,,,,,,,,,0,0,0,19.07,0,0,8.88,23.25,58.71,18.24,47.73,0,19.49,48.35,15.65,12.99,21.61,9.96
qdsmsj-rubber-wc,5313039539,30,5637.25,113.63,107.75,148.22,127.1,174.5,197.11,218.03,260.38,212.57,190,180.88,232.29,136.41,154.83,278.1,246.09,126.7,204.37,187.34,199.33,191.77,195.09,205.35,302,236.14,169.35,186.25,170.07,138.55,147.05
qdstk-ce-mixer-l3,3080785437,30,5931.76,160.96,160.78,151.6,92.3,131.77,252.59,236.64,184.11,270.94,174.03,138.63,177.83,177.12,328.83,283.07,224.49,200.15,126.32,245.27,382.42,224.94,241.12,172.01,105.57,112.92,196.81,246.46,240.28,146.28,145.52
qdswjg,4683948248,30,4558.64,178.75,168.08,113.15,70.56,188.66,235.66,193.48,168.94,193.64,136.73,82.73,98.55,132.38,134.71,240.04,139.71,80.27,85.01,215.12,207.71,156.96,220.52,159.41,100.31,90.66,111.27,171.6,202.87,175.24,105.92
qdsx,5665177815,30,151.71,12.85,0,0,0,6.77,22.97,13.81,0,11.67,0,0,0,0,13.94,5.03,0,0,0,15,0,0,0,19.75,0,0,0,5.06,19.42,0,5.44
qdsy kf,4138200236,30,7072.66,298.17,250.95,225.24,269.65,247.07,250.62,320.63,294.44,285.35,288.68,183.42,243.39,175.23,190.79,174.8,186.5,235.81,222.7,222.4,192.6,219.19,243.76,229.97,258.07,230.38,244.74,116.08,313.74,260.79,197.5
qdsz-砂处理,2203369197,30,2798.97,57.61,95.42,50.89,116.43,76.22,98.59,77.85,117.83,80.06,56.15,99.32,49.8,132.88,69.48,77.24,57.33,92.88,65.37,152.79,133.58,136.8,108.96,132.51,139.29,20.37,95.66,100.62,139.86,121.52,45.66
qdwc锚链,2688903168,30,4786.29,182.37,137.21,168.29,140.03,146.47,189.83,173.49,185.49,176.87,185.79,182.8,156.37,189.39,179.8,151.31,180.57,161.91,158.21,173.8,167.54,123.03,145.28,147.06,143.54,144.22,165.68,150.49,130.25,117.15,132.05
qdwlt,2770231517,30,1951.39,40.37,66.01,14.32,30.74,73.8,41.83,25.01,134.01,102.03,87.77,61.45,106.09,84.3,49.51,96.35,56.12,40.34,64.05,78.69,93.33,120.64,11.21,67.63,7.63,20.09,97.06,69.22,49.48,73.16,89.15
qdxyz-铸造,9733501848,29,2097.41,,0,0,0,7.88,118.6,68.46,97.72,58.56,57.23,32.01,57.9,105.58,155.61,112.55,106.3,74.36,85.51,87.45,103.7,102.39,100.2,59.79,59.86,49.99,67.92,108.33,61.87,103.05,54.59
qdydmz,1130431423,12,1903.82,,,,,,,,,,,,,,,,,,,171.4,155.38,162.34,157.52,146.28,161.92,153.47,151.6,162.35,150.38,143.46,187.72
qdyfsj-ce-rigging-l2,2264259135,29,2760.13,,114.69,144.38,79.94,91.65,120.1,252.85,157.94,118.15,12.98,0.07,51.08,115.22,72.65,135.36,111.41,7.88,36.19,153.73,88.62,99.71,39.82,128.88,9.68,6.49,72.32,146.82,150.21,87.84,153.47
qdyh co.,3709812939,30,9969.95,356.37,385.27,330.69,252.29,371.96,413.05,365.87,438.59,437.79,297,344.56,338.6,382.12,404.62,305.68,309.58,234.43,260.77,358.11,357.31,344.88,342.33,409.91,266.88,207.71,338.6,296.57,302.59,300.18,215.64
qdzx kf,9867062865,7,2333.27,,,,,,,,,,,,,,,,,,,,,,70.32,310.66,,,369.22,373.96,468.22,390.7,350.19
QueenDerella.com,1266333323,29,35.36,0.02,0.57,,0.62,4.86,1.45,1.98,0.5,1.43,4.36,2.03,1.31,2.12,1.6,1.08,0.2,0.48,1.57,0.84,0.1,1.63,0.25,0.59,0.5,0.97,1.04,1.3,0.55,1.28,0.13
qxathg,4639080391,30,1526.53,34.48,35.87,48.8,14.47,74.36,69.75,80.88,76.19,39.3,51.37,52.83,65.35,35.55,30.06,67.43,109.34,36.63,30.49,58.86,56.75,62.14,46.37,59.25,54.64,46.18,16.51,28.22,48.63,44.81,51.02
qzhj a,6389721480,8,379.31,54.63,17.17,35.41,46.07,5.66,68.64,149.04,2.69,,,,,,,,,,,,,,,,,,,,,,
qzjtsy,5917107600,8,28.13,,,,,,,,,,,,,,,,,,,,,,2.08,10.53,0,7.61,0,7.91,0,0,
qzjxkjntyxgs(quan zhi),7661663109,7,1408.12,,,,,,,,,,,,,,,,,0.03,,,,,,,,121.54,331.11,360.77,215.8,199.33,179.54
Qzjydjyxgs,6262506858,22,1259.53,63.8,49.43,83.12,72.34,57.74,52.68,88.92,78.79,64.14,55.62,51.81,43.54,48.79,46.92,44.17,67.84,63.22,58.31,48.24,48.83,56.57,14.71,,,,,,,,
Qzksjgdyqyxgs,1154777535,30,1946.22,47.24,40.29,49.3,19.89,59.29,56.11,118.11,82.2,69.99,18.71,42.24,65.6,94.63,104.5,36.26,111.59,38.24,43.06,54.21,48.02,103.82,72.54,87.02,40.53,20.47,93.8,106.86,74.01,82.49,65.2
qzsb a,5368680817,30,3262.06,151.17,66.98,100.02,83.88,171.76,139.71,196.67,92,141.43,104.04,46.59,97.45,146.84,69.41,130.13,147.51,56.7,78.12,98.89,152.9,83.55,83.88,99.73,138.27,95.75,133.32,104.78,70.54,91.24,88.8
qzslbfzpyxgs(luo ben),3905467391,1,409.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.33
Qzslhjxpjyxgs,4891495545,30,1031.36,45.01,33.19,20.28,50.52,46.15,28.76,34.99,23.58,29.01,28.72,15.55,22.51,8.4,21.97,35.01,29.26,27.14,33.25,33.88,25.35,23.07,42.89,37.19,57.49,29.87,53.4,43.54,45.57,55.9,49.91
qzyrnm co.,6147762099,10,1131.73,156.22,161.7,154.88,153.72,160.76,159.6,156.02,28.23,,,,,,,,,,,,,,0.58,0.02,,,,,,,
RDJYZB（rui）,6391173095,30,7283.58,278.72,207.23,206.81,206.3,200.53,268.52,321.97,294.01,264.02,201.1,158.71,256.16,297.67,299.11,243.66,243.78,230.88,231.8,245.23,249.43,227.51,257,265.76,192.72,192.07,260.77,243.9,284.56,237.39,216.26
RDOTLHYPYXGS(oute),5190632774,30,2802.42,90.83,73.19,71.25,111.88,89.79,102.24,102.21,100.07,89.58,68.96,86,84.29,84.24,105.5,93.34,94,126.07,88.94,109.5,83.1,120.03,108.8,85.2,81.99,69.14,75.74,133.16,91.53,81.08,100.77
RETCK,8176182835,30,9317.21,378.53,344.38,209.2,225.63,294.79,424.61,434.69,329.24,290.17,200.31,215.24,251.9,437.98,343.21,341.79,287.41,241.42,195.06,301.32,381.87,386.09,355.82,299.38,214.12,196.05,343.93,495.24,370.03,284.71,243.09
rgshjfzflyxgs(hua jia),4780416264,30,854.1,17.28,7.57,8.55,0,29.8,27.8,17.34,23.48,34.9,19.93,4.66,39.35,51.15,17.54,40.44,46.15,45.87,8.55,48.93,4.11,51.44,22.7,38.81,19.77,6.83,55.73,31.88,37.77,45.9,49.87
rhjf co.,8174150543,30,3036.02,33.28,51.69,62.78,71.77,108.81,152.86,167.99,154.73,113.71,122.13,128.15,88.28,132.65,92.56,112.48,108.45,76.14,111.66,110.04,116.38,86.15,62.15,115.88,74.92,81,140.8,116.88,81.15,88.66,71.89
rqxs,6009870537,30,636.62,37.08,6,5.98,11.69,19.89,33.66,11.63,44.41,38.19,11.01,0,38.76,11.79,29.97,18.5,13.07,23.94,18.64,29.74,37.58,32.17,19.31,29.6,3.41,0,13.59,30.45,28.33,17.53,20.7
ruby-SDS-测试,2626865583,30,4224.04,98.3,90.04,118.25,122.01,132.3,138.41,123.96,142.14,152.37,165.4,224.89,211.68,247.32,254.91,264.2,167.66,114.77,139.48,154.08,119.74,110.63,109.97,94.88,101.45,93.21,106.93,105.51,112.17,109.41,97.97
rzfh feng a,1648001872,30,8932.16,279.45,179.09,252.72,239.96,332.35,385.88,358,469.18,289.97,215.27,146.64,343.86,309.89,431.05,270.06,335.83,179.26,271.34,394.43,435.58,381.84,312.6,261.83,237.1,138.07,394.36,359.61,273.07,229.29,224.58
sanitary-valves.com,6056464174,2,2.7,2.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santakoversea,2131863849,30,16014.3,475.02,286.1,216,206.14,888.43,621.11,675.78,576.29,375.01,391.48,522.99,962.62,756.74,634.85,693.25,742.94,625.45,488.89,913.84,695.84,651.47,629.16,395.43,477.6,317.43,406.53,402.89,388.94,346.92,249.16
saramond,5125531782,30,22365.08,788.67,862.73,854.91,850.6,888.68,812.29,691.9,796.46,762.91,796.14,988.08,754.25,790.07,833.5,780.6,828.83,898.13,1048.5,721.14,609.65,823.44,828.54,759.5,693.16,1173.01,763.7,337.98,128.92,261.22,237.57
sdaidiyacs,7579600474,2,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,227.1
sdbg kf,8595272001,30,7618.27,274.59,260.09,197.97,262.16,227.47,207.65,325.97,258.12,296.2,217.77,244.36,362.36,247.87,275.73,287.03,303.46,153.63,293.22,337.1,257.66,358.68,283.32,212.13,154.07,192.8,264.3,318.32,347.62,161.7,34.92
sdcmgc,1416387468,16,2960.3,,,,,,,,,172.76,,,274.54,225.69,222.22,201.04,200.11,,,215.74,206.43,208.51,197.09,171.28,,,144.33,206.52,208.99,91.4,13.65
sdcq a,7545082847,30,4680.5,146.25,121.02,130.43,175.82,110.35,224.96,179.32,153.68,232.69,171.05,129.11,125.29,146.2,260.33,149.72,122.11,116.07,141.39,139.65,154.18,154.69,159.41,153.87,115.69,115.94,217.19,147.16,143.93,153.39,189.61
sdds-塑料机械,2372138897,30,269.01,24.02,14.38,8.87,0,5.57,14.24,11.97,13.19,12.46,9.88,0,13.5,0,5.96,9,9.77,6,2.87,11.58,4.34,5.2,7.93,22.3,0,5.66,5.74,14.78,8.69,15.28,5.83
sddtdz,3774020739,30,2551.21,115.26,57.12,70.7,128.74,0,147.64,199.4,88.9,107.52,58.76,39.22,76.51,125.5,164.59,121.05,107.22,72.62,19.31,61.14,85.75,26.47,93.95,119.64,29.44,62.53,89.97,59.51,107.1,44.63,71.02
sddxglyh-Bitumen-0224,8166755103,30,3095.85,95.06,142.04,90.55,53.85,64.57,150.35,109.22,131.72,104.4,74.66,83.61,65.46,130.61,159.37,169.01,155.49,64.83,23.8,140.78,134.51,115.38,59.32,70.04,119.91,119.01,120.46,50.87,123.18,96.41,77.38
sddy-东越,3276950111,17,948.62,,,,,,,,,,,,,,4.92,89.83,44.15,54.74,35.45,59.84,73.47,50.79,92.83,58.89,50.78,36.03,63.43,34.36,56.21,78.66,64.24
sdfy co.,3892905747,30,2300.41,52.46,62.5,56.79,77.89,66.08,147.55,60.47,68.09,34.77,81.97,63.25,70.95,112.6,33.17,128.57,55.93,92.05,58.22,41.58,86.71,90.86,62.03,100.98,56.27,105.47,86.89,75.22,90.42,45.05,135.62
sdgh 20.5.7,1368661795,18,767.04,24.18,36.77,9.59,39.78,69.17,122.09,47.91,58.37,38.84,18.87,4.22,48.38,84.13,41.84,9.01,,,,,,,,,,,,,27.4,10.65,75.84
sdgjjxsb co.,9030817135,28,2824.27,133.53,116.77,129.43,129.08,135.54,142.88,136.31,138.19,67.46,,,33.69,108.7,113.67,98.33,73.65,115.58,110.69,107.71,99.83,87.86,81.84,112.18,99.43,81.93,79.06,67.68,88.35,31.6,103.3
sdgm,9681945217,30,4734.82,208.25,73.6,128.75,107.3,136.2,267.4,259.59,228.78,155.86,39.98,99.18,172.59,243.99,224.57,161.11,129.47,119.56,110.15,172.32,210.02,151.95,109.13,138.49,63.06,115.13,227.53,195.22,159.96,183.19,142.49
sdgz co.,6757693625,30,7358.73,264.17,171.49,196.8,238.46,271.91,243.8,367.5,328.94,217.48,191.98,199.99,309.35,260.11,287.45,359.85,228.19,202.09,91.19,221.78,389.23,299.44,248.38,285.56,233.77,201.09,239.95,217.36,157.42,261.58,172.42
sdha,4837657643,16,2767.18,184.06,117.73,166.97,61.67,131.52,162.23,168.99,331.35,28.91,,,142.3,6.29,,,,,,,,,,,,,147.36,204.88,309.35,341.36,262.21
sdhbdy a,1756068045,19,3958.97,,,,,,,,,,,,0,25.37,49.62,80.6,202,218.55,103.33,179.53,417.84,318.44,352.76,304.36,247.89,156.62,235.98,301.46,255.2,417.03,92.39
sdhclv co.,6916181619,30,11291.72,348.43,344.82,323.53,333.9,358.16,447.68,463.87,490.06,371.79,351.96,275.61,316.32,580.79,544.04,465.29,306.46,327.02,213.72,429.59,437.35,442.55,455.07,332.91,251.6,295.38,382.7,405.97,400.05,296.29,298.81
sdhddq-new-reactor-l2,7702959045,27,3933.16,142.37,146.35,202.38,212.9,192.98,144.74,174.83,162.97,165.73,139.02,71.59,170.54,198.51,130.42,141.51,124.38,95.45,100.65,173.66,156.83,147.68,108.25,143.73,127.03,89.45,171.25,97.96,,,
sdhmjscx,3990118962,30,1025.82,83.07,49.63,37.66,46.52,32.5,62.93,51.62,70.46,35.95,5.84,12.52,28.74,19.83,41.22,70.22,39.18,9.98,5.42,12.53,19.68,43.04,21.56,37.36,21.97,8.91,12.28,41.23,46.06,38.73,19.18
sdhxhs co.,6607358354,30,4040.99,65.66,147.25,155.14,93.54,152.42,209.35,101.96,102.55,99.82,71.64,103.28,167.11,216.99,204.62,84.52,127.9,150.02,84.29,143.74,173.47,100.99,147.85,147.72,95.99,91.96,143.01,139.37,173.1,141.17,204.56
sdhxjxzz-new-wood,9952144041,30,1730.63,104.99,80.96,76.32,92.16,40.33,84.52,73.19,44.79,49.12,48,26.9,69.18,78.22,105.3,28.07,33.83,35.48,61.94,46.17,85.8,34.06,87.5,10.86,45.16,75.47,51.61,32.42,57.29,37.19,33.8
sdhy-ce-concrete-l4,2802153957,30,1836.19,70.07,43.93,70.36,73.59,74.45,71.01,69.95,65.24,67.65,65.01,58.88,68.47,57.04,30.86,66.46,59.97,49.04,79.68,21.27,64.78,49.61,64.2,46.29,101.19,61.15,52.28,81.39,62.67,61.39,28.31
sdjc-cnc,9046797544,30,5737.53,223.53,197.01,176.85,189.98,236.6,225.15,212.36,194.3,197.44,188.23,205.86,215.03,189.04,174.87,167.75,189.89,193.75,209.13,222.05,186.88,177.21,162.75,190.76,185.01,177.5,173.8,198.92,153.06,167.9,154.92
sdjhgc-sssteel-new-l1,4345592674,30,7076.84,336.21,246.47,180.18,135.14,333.04,279.39,267.6,421.52,259.12,277.57,165.77,366.78,361.63,267.44,326.22,304.62,269.73,184.08,282.61,362.1,344.5,269.2,202.75,39.13,69.61,140.9,75.77,137.51,105.98,64.27
sdjiejing co. new,6113633680,24,12848.99,,,,,,,514.11,540.59,523.25,517.5,506.79,554.03,529.13,577.89,553.55,571.43,562.05,565.37,574.17,572.78,521.89,540.19,521.22,519.4,543.15,547.61,519.77,521.6,525.56,425.96
sdjj,7579720035,30,4024.47,126.76,198.55,71.33,127.1,108.57,126.28,84.46,116.9,146.82,132.19,158.53,106.02,216.19,97.14,248.86,167.04,127.05,126.76,164.92,122.59,118.78,149.64,126.04,67.46,85.08,73.4,110.53,145.15,197.04,177.29
sdjjhb kf,4888992514,16,331.17,211.15,117.51,,0,0,0,0,,,,,,0,0,0,0,0,,0,0,,2.51,,,,,0,,,0
sdjn,7267740066,30,6650.91,482.21,213.43,108.6,145.05,282.15,294.24,414.02,328.48,90.63,147.16,178.95,322.64,323.66,276.4,208.94,139.6,83.12,89.69,287.26,303.18,231.98,287.21,159.64,85.08,86.09,214.32,167.78,391.69,242.58,65.13
sdjscq,4729019395,21,3834.84,221.73,181.31,240.5,196.61,256.48,225.92,169.57,219.32,152.33,131.38,131.11,195.78,126.14,186.96,204.27,217.95,158.06,161.64,198.31,189.39,,,,,,,,,,70.08
